,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas achetée . <eos>,12,achetée,acheté,10,achetée,-10.179057,acheté,-11.298504,1
1,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas brisée . <eos>,12,brisée,brisé,10,brisée,-9.112741,brisé,-11.843145,1
2,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas cachée . <eos>,12,cachée,caché,10,cachée,-8.197358,caché,-9.609665,1
3,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas cassée . <eos>,12,cassée,cassé,10,cassée,-8.745401,cassé,-10.663126,1
4,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas couverte . <eos>,12,couverte,couvert,10,couverte,-7.9226055,couvert,-11.117019,1
5,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas déformée . <eos>,12,déformée,déformé,10,déformée,-9.35603,déformé,-13.309206,1
6,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas fixée . <eos>,12,fixée,fixé,10,fixée,-8.578225,fixé,-12.0087805,1
7,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas jetée . <eos>,12,jetée,jeté,10,jetée,-10.473677,jeté,-13.835968,1
8,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas laissée . <eos>,12,laissée,laissé,10,laissée,-7.7873197,laissé,-10.784815,1
9,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas ouverte . <eos>,12,ouverte,ouvert,10,ouverte,-7.699303,ouvert,-11.396683,1
10,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas perdue . <eos>,12,perdue,perdu,10,perdue,-7.443857,perdu,-9.85909,1
11,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas réparée . <eos>,12,réparée,réparé,10,réparée,-10.902817,réparé,-13.709333,1
12,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas retirée . <eos>,12,retirée,retiré,10,retirée,-9.147461,retiré,-12.855587,1
13,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas tombée . <eos>,12,tombée,tombé,10,tombée,-6.312957,tombé,-9.819492,1
14,S_NOUN_10_PASS_b,F,S,la gemme près de moi que j' aime beaucoup n' est pas utilisée . <eos>,12,utilisée,utilisé,10,utilisée,-5.7965164,utilisé,-8.805867,1
15,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas achetée . <eos>,12,achetée,acheté,10,achetée,-9.872819,acheté,-12.287842,1
16,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas brisée . <eos>,12,brisée,brisé,10,brisée,-9.562581,brisé,-12.209091,1
17,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas cachée . <eos>,12,cachée,caché,10,cachée,-8.435396,caché,-10.353649,1
18,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas cassée . <eos>,12,cassée,cassé,10,cassée,-8.856746,cassé,-11.866166,1
19,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas couverte . <eos>,12,couverte,couvert,10,couverte,-7.9474483,couvert,-11.056744,1
20,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas déformée . <eos>,12,déformée,déformé,10,déformée,-9.099829,déformé,-13.385715,1
21,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas fixée . <eos>,12,fixée,fixé,10,fixée,-8.088837,fixé,-11.66005,1
22,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas jetée . <eos>,12,jetée,jeté,10,jetée,-10.858416,jeté,-14.045771,1
23,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas laissée . <eos>,12,laissée,laissé,10,laissée,-7.7753243,laissé,-10.359234,1
24,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas ouverte . <eos>,12,ouverte,ouvert,10,ouverte,-7.0996475,ouvert,-11.082991,1
25,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas perdue . <eos>,12,perdue,perdu,10,perdue,-7.450141,perdu,-10.085302,1
26,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas réparée . <eos>,12,réparée,réparé,10,réparée,-10.219337,réparé,-13.428522,1
27,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas retirée . <eos>,12,retirée,retiré,10,retirée,-9.084412,retiré,-12.985963,1
28,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas tombée . <eos>,12,tombée,tombé,10,tombée,-6.142275,tombé,-9.911369,1
29,S_NOUN_10_PASS_b,F,S,la chaise près de moi que j' aime beaucoup n' est pas utilisée . <eos>,12,utilisée,utilisé,10,utilisée,-5.8054457,utilisé,-8.794194,1
30,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas achetée . <eos>,12,achetée,acheté,10,achetée,-9.807026,acheté,-12.6298275,1
31,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas brisée . <eos>,12,brisée,brisé,10,brisée,-9.718299,brisé,-12.137247,1
32,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas cachée . <eos>,12,cachée,caché,10,cachée,-8.115528,caché,-9.725315,1
33,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas cassée . <eos>,12,cassée,cassé,10,cassée,-8.438105,cassé,-11.237463,1
34,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas couverte . <eos>,12,couverte,couvert,10,couverte,-8.098612,couvert,-11.194791,1
35,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas déformée . <eos>,12,déformée,déformé,10,déformée,-9.186157,déformé,-13.68577,1
36,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas fixée . <eos>,12,fixée,fixé,10,fixée,-8.489971,fixé,-12.45376,1
37,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas jetée . <eos>,12,jetée,jeté,10,jetée,-9.447682,jeté,-13.541776,1
38,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas laissée . <eos>,12,laissée,laissé,10,laissée,-7.1035514,laissé,-10.439133,1
39,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas ouverte . <eos>,12,ouverte,ouvert,10,ouverte,-6.9226165,ouvert,-10.851294,1
40,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas perdue . <eos>,12,perdue,perdu,10,perdue,-6.8060136,perdu,-9.715021,1
41,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas réparée . <eos>,12,réparée,réparé,10,réparée,-10.793478,réparé,-13.291958,1
42,S_NOUN_10_PASS_b,F,S,la poubelle près de moi que j' aime beaucoup n' est pas retirée . <eos>,12,retirée,retiré,10,retirée,-8.877393,retiré,-12.705329,1
