,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très verte <eos>,15,verte,vert,13,F,P,verte,-9.251173,vert,-10.212017,1
1,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très bleue <eos>,15,bleue,bleu,13,F,P,bleue,-11.471524,bleu,-10.482852,0
2,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très noire <eos>,15,noire,noir,13,F,P,noire,-6.576763,noir,-10.206811,1
3,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très délicate <eos>,15,délicate,délicat,13,F,P,délicate,-7.847826,délicat,-10.943201,1
4,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très pointue <eos>,15,pointue,pointu,13,F,P,pointue,-11.3126955,pointu,-13.633936,1
5,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très ronde <eos>,15,ronde,rond,13,F,P,ronde,-10.386935,rond,-13.700272,1
6,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très froide <eos>,15,froide,froid,13,F,P,froide,-7.2593684,froid,-9.205791,1
7,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très chaude <eos>,15,chaude,chaud,13,F,P,chaude,-6.1958876,chaud,-8.968994,1
8,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très importante <eos>,15,importante,important,13,F,P,importante,-4.070465,important,-7.925804,1
9,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très courte <eos>,15,courte,court,13,F,P,courte,-6.4059286,court,-8.250138,1
10,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très dure <eos>,15,dure,dur,13,F,P,dure,-5.955551,dur,-8.432448,1
11,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très claire <eos>,15,claire,clair,13,F,P,claire,-2.6061847,clair,-6.225273,1
12,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très intéressante <eos>,15,intéressante,intéressant,13,F,P,intéressante,-6.62661,intéressant,-9.339536,1
13,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très brillante <eos>,15,brillante,brillant,13,F,P,brillante,-5.055068,brillant,-8.801823,1
14,S_NOUN_10_ADJ_a,F,S,la gemme avec les gemmes qui était près de moi hier n' est pas très compliquée <eos>,15,compliquée,compliqué,13,F,P,compliquée,-6.775518,compliqué,-8.301226,1
15,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très verte <eos>,15,verte,vert,13,F,P,verte,-8.784352,vert,-10.172267,1
16,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très bleue <eos>,15,bleue,bleu,13,F,P,bleue,-11.325041,bleu,-10.0790205,0
17,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très noire <eos>,15,noire,noir,13,F,P,noire,-6.508342,noir,-10.15621,1
18,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très délicate <eos>,15,délicate,délicat,13,F,P,délicate,-7.9496098,délicat,-10.490997,1
19,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très pointue <eos>,15,pointue,pointu,13,F,P,pointue,-10.796082,pointu,-13.047394,1
20,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très ronde <eos>,15,ronde,rond,13,F,P,ronde,-9.587601,rond,-12.725562,1
21,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très froide <eos>,15,froide,froid,13,F,P,froide,-7.2969007,froid,-9.294616,1
22,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très chaude <eos>,15,chaude,chaud,13,F,P,chaude,-5.6865187,chaud,-8.954493,1
23,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très importante <eos>,15,importante,important,13,F,P,importante,-4.315638,important,-8.07304,1
24,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très courte <eos>,15,courte,court,13,F,P,courte,-6.000454,court,-7.874406,1
25,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très dure <eos>,15,dure,dur,13,F,P,dure,-5.694195,dur,-8.548233,1
26,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très claire <eos>,15,claire,clair,13,F,P,claire,-2.8884034,clair,-6.149922,1
27,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très intéressante <eos>,15,intéressante,intéressant,13,F,P,intéressante,-6.5040965,intéressant,-9.050247,1
28,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très brillante <eos>,15,brillante,brillant,13,F,P,brillante,-5.0383873,brillant,-8.792492,1
29,S_NOUN_10_ADJ_a,F,S,la gemme avec les chaises qui était près de moi hier n' est pas très compliquée <eos>,15,compliquée,compliqué,13,F,P,compliquée,-6.9844112,compliqué,-8.464392,1
30,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très verte <eos>,15,verte,vert,13,F,P,verte,-9.01945,vert,-10.222816,1
31,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très bleue <eos>,15,bleue,bleu,13,F,P,bleue,-11.782321,bleu,-10.315204,0
32,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très noire <eos>,15,noire,noir,13,F,P,noire,-6.6753893,noir,-10.108455,1
33,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très délicate <eos>,15,délicate,délicat,13,F,P,délicate,-7.7842913,délicat,-10.693068,1
34,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très pointue <eos>,15,pointue,pointu,13,F,P,pointue,-10.753849,pointu,-12.99945,1
35,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très ronde <eos>,15,ronde,rond,13,F,P,ronde,-9.780313,rond,-13.1888895,1
36,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très froide <eos>,15,froide,froid,13,F,P,froide,-6.9419885,froid,-9.030037,1
37,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très chaude <eos>,15,chaude,chaud,13,F,P,chaude,-5.9025283,chaud,-8.738218,1
38,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très importante <eos>,15,importante,important,13,F,P,importante,-4.0704107,important,-7.8102903,1
39,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très courte <eos>,15,courte,court,13,F,P,courte,-6.236708,court,-8.009943,1
40,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très dure <eos>,15,dure,dur,13,F,P,dure,-5.7892113,dur,-8.404489,1
41,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très claire <eos>,15,claire,clair,13,F,P,claire,-2.9695032,clair,-6.4825,1
42,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très intéressante <eos>,15,intéressante,intéressant,13,F,P,intéressante,-6.402549,intéressant,-8.907499,1
43,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très brillante <eos>,15,brillante,brillant,13,F,P,brillante,-5.609417,brillant,-9.124492,1
44,S_NOUN_10_ADJ_a,F,S,la gemme avec les poubelles qui était près de moi hier n' est pas très compliquée <eos>,15,compliquée,compliqué,13,F,P,compliquée,-6.742443,compliqué,-8.27189,1
45,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très verte <eos>,15,verte,vert,13,F,P,verte,-8.64663,vert,-10.273289,1
46,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très bleue <eos>,15,bleue,bleu,13,F,P,bleue,-11.117622,bleu,-10.073524,0
47,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très noire <eos>,15,noire,noir,13,F,P,noire,-5.8879232,noir,-9.874892,1
48,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très délicate <eos>,15,délicate,délicat,13,F,P,délicate,-8.0699215,délicat,-10.785213,1
49,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très pointue <eos>,15,pointue,pointu,13,F,P,pointue,-10.449292,pointu,-12.643919,1
50,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très ronde <eos>,15,ronde,rond,13,F,P,ronde,-9.733948,rond,-12.999182,1
51,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très froide <eos>,15,froide,froid,13,F,P,froide,-7.641858,froid,-9.65515,1
52,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très chaude <eos>,15,chaude,chaud,13,F,P,chaude,-6.50274,chaud,-9.241375,1
53,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très importante <eos>,15,importante,important,13,F,P,importante,-4.4540205,important,-8.236512,1
54,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très courte <eos>,15,courte,court,13,F,P,courte,-5.555706,court,-7.6710453,1
55,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très dure <eos>,15,dure,dur,13,F,P,dure,-5.745245,dur,-8.50514,1
56,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très claire <eos>,15,claire,clair,13,F,P,claire,-2.6920247,clair,-6.138477,1
57,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très intéressante <eos>,15,intéressante,intéressant,13,F,P,intéressante,-6.995719,intéressant,-9.285744,1
58,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très brillante <eos>,15,brillante,brillant,13,F,P,brillante,-5.4425607,brillant,-9.026348,1
59,S_NOUN_10_ADJ_a,F,S,la gemme avec les chemises qui était près de moi hier n' est pas très compliquée <eos>,15,compliquée,compliqué,13,F,P,compliquée,-6.629324,compliqué,-8.156186,1
60,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très verte <eos>,15,verte,vert,13,F,P,verte,-9.820223,vert,-10.931268,1
61,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très bleue <eos>,15,bleue,bleu,13,F,P,bleue,-12.90102,bleu,-11.127157,0
62,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très noire <eos>,15,noire,noir,13,F,P,noire,-7.6019597,noir,-10.356113,1
63,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très délicate <eos>,15,délicate,délicat,13,F,P,délicate,-7.9231434,délicat,-10.854831,1
64,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très pointue <eos>,15,pointue,pointu,13,F,P,pointue,-11.53466,pointu,-13.619428,1
65,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très ronde <eos>,15,ronde,rond,13,F,P,ronde,-10.903262,rond,-13.237183,1
66,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très froide <eos>,15,froide,froid,13,F,P,froide,-7.8395452,froid,-9.586533,1
67,S_NOUN_10_ADJ_a,F,S,la gemme avec les recettes qui était près de moi hier n' est pas très chaude <eos>,15,chaude,chaud,13,F,P,chaude,-6.5341797,chaud,-9.292456,1
