,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas achetées . <eos>,13,achetées,achetés,11,achetées,-10.058722,achetés,-11.004222,1
1,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas brisées . <eos>,13,brisées,brisés,11,brisées,-8.81003,brisés,-12.650696,1
2,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas cachées . <eos>,13,cachées,cachés,11,cachées,-6.338151,cachés,-10.998187,1
3,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas cassées . <eos>,13,cassées,cassés,11,cassées,-10.261959,cassés,-12.153443,1
4,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas couvertes . <eos>,13,couvertes,couverts,11,couvertes,-6.774987,couverts,-8.446963,1
5,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas déformées . <eos>,13,déformées,déformés,11,déformées,-8.320799,déformés,-14.823838,1
6,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas fixées . <eos>,13,fixées,fixés,11,fixées,-8.872826,fixés,-10.658702,1
7,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas jetées . <eos>,13,jetées,jetés,11,jetées,-8.683777,jetés,-11.764532,1
8,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas laissées . <eos>,13,laissées,laissés,11,laissées,-6.2838135,laissés,-10.840108,1
9,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas ouvertes . <eos>,13,ouvertes,ouverts,11,ouvertes,-7.1792574,ouverts,-10.919887,1
10,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas perdues . <eos>,13,perdues,perdus,11,perdues,-7.10054,perdus,-9.679121,1
11,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas réparées . <eos>,13,réparées,réparés,11,réparées,-9.447823,réparés,-12.206343,1
12,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas retirées . <eos>,13,retirées,retirés,11,retirées,-8.069013,retirés,-10.608168,1
13,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas tombées . <eos>,13,tombées,tombés,11,tombées,-6.4395723,tombés,-8.472659,1
14,P_NOUN_11_PASS_a,F,P,les gemmes près de moi que j' aime beaucoup ne sont probablement pas utilisées . <eos>,13,utilisées,utilisés,11,utilisées,-5.6835165,utilisés,-8.36744,1
15,P_NOUN_11_PASS_a,F,P,les chaises près de moi que j' aime beaucoup ne sont probablement pas achetées . <eos>,13,achetées,achetés,11,achetées,-9.620865,achetés,-10.857911,1
16,P_NOUN_11_PASS_a,F,P,les chaises près de moi que j' aime beaucoup ne sont probablement pas brisées . <eos>,13,brisées,brisés,11,brisées,-8.438892,brisés,-12.236023,1
17,P_NOUN_11_PASS_a,F,P,les chaises près de moi que j' aime beaucoup ne sont probablement pas cachées . <eos>,13,cachées,cachés,11,cachées,-6.5546074,cachés,-11.433091,1
18,P_NOUN_11_PASS_a,F,P,les chaises près de moi que j' aime beaucoup ne sont probablement pas cassées . <eos>,13,cassées,cassés,11,cassées,-9.898868,cassés,-11.901207,1
19,P_NOUN_11_PASS_a,F,P,les chaises près de moi que j' aime beaucoup ne sont probablement pas couvertes . <eos>,13,couvertes,couverts,11,couvertes,-6.050682,couverts,-7.468829,1
20,P_NOUN_11_PASS_a,F,P,les chaises près de moi que j' aime beaucoup ne sont probablement pas déformées . <eos>,13,déformées,déformés,11,déformées,-9.074396,déformés,-15.267155,1
