,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins achetée . <eos>,13,achetée,acheté,11,achetée,-10.544308,acheté,-12.129312,1
1,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins brisée . <eos>,13,brisée,brisé,11,brisée,-7.640082,brisé,-11.331114,1
2,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins cachée . <eos>,13,cachée,caché,11,cachée,-6.439281,caché,-7.879086,1
3,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins cassée . <eos>,13,cassée,cassé,11,cassée,-8.895543,cassé,-12.006954,1
4,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins couverte . <eos>,13,couverte,couvert,11,couverte,-6.903968,couvert,-9.179697,1
5,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins déformée . <eos>,13,déformée,déformé,11,déformée,-6.691024,déformé,-9.412749,1
6,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins fixée . <eos>,13,fixée,fixé,11,fixée,-9.654355,fixé,-11.0453615,1
7,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins jetée . <eos>,13,jetée,jeté,11,jetée,-7.124051,jeté,-12.458122,1
8,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins laissée . <eos>,13,laissée,laissé,11,laissée,-8.458304,laissé,-10.802005,1
9,S_NOUN_11_PASS_b,F,S,la gemme près de moi que j' aime beaucoup est plus ou moins ouverte . <eos>,13,ouverte,ouvert,11,ouverte,-6.4065084,ouvert,-8.74412,1
