,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement achetée <eos>,10,achetée,acheté,8,M,achetée,-9.548852,acheté,-8.418848,0
1,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement brisée <eos>,10,brisée,brisé,8,M,brisée,-7.1090355,brisé,-10.847728,1
2,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement cachée <eos>,10,cachée,caché,8,M,cachée,-6.646677,caché,-9.049489,1
3,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement cassée <eos>,10,cassée,cassé,8,M,cassée,-7.3592463,cassé,-10.422405,1
4,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement couverte <eos>,10,couverte,couvert,8,M,couverte,-7.011681,couvert,-11.340752,1
5,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement déformée <eos>,10,déformée,déformé,8,M,déformée,-8.424546,déformé,-10.997913,1
6,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement fixée <eos>,10,fixée,fixé,8,M,fixée,-7.6251974,fixé,-10.868194,1
7,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement jetée <eos>,10,jetée,jeté,8,M,jetée,-7.6748104,jeté,-10.720752,1
8,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement laissée <eos>,10,laissée,laissé,8,M,laissée,-8.245205,laissé,-10.483715,1
9,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement ouverte <eos>,10,ouverte,ouvert,8,M,ouverte,-7.0756273,ouvert,-10.799245,1
10,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement perdue <eos>,10,perdue,perdu,8,M,perdue,-5.0889173,perdu,-8.504032,1
11,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement réparée <eos>,10,réparée,réparé,8,M,réparée,-10.066592,réparé,-14.3094425,1
12,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement retirée <eos>,10,retirée,retiré,8,M,retirée,-7.779116,retiré,-9.643278,1
13,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement tombée <eos>,10,tombée,tombé,8,M,tombée,-6.826521,tombé,-9.08353,1
14,S_NOUN_5_PASS_c,F,S,la gemme avec le bracelet près de moi est probablement utilisée <eos>,10,utilisée,utilisé,8,M,utilisée,-4.12727,utilisé,-7.2173543,1
15,S_NOUN_5_PASS_c,F,S,la gemme avec le miroir près de moi est probablement achetée <eos>,10,achetée,acheté,8,M,achetée,-7.433699,acheté,-10.032082,1
16,S_NOUN_5_PASS_c,F,S,la gemme avec le miroir près de moi est probablement brisée <eos>,10,brisée,brisé,8,M,brisée,-7.3707695,brisé,-10.752581,1
17,S_NOUN_5_PASS_c,F,S,la gemme avec le miroir près de moi est probablement cachée <eos>,10,cachée,caché,8,M,cachée,-6.748087,caché,-9.157332,1
18,S_NOUN_5_PASS_c,F,S,la gemme avec le miroir près de moi est probablement cassée <eos>,10,cassée,cassé,8,M,cassée,-7.513136,cassé,-10.643292,1
19,S_NOUN_5_PASS_c,F,S,la gemme avec le miroir près de moi est probablement couverte <eos>,10,couverte,couvert,8,M,couverte,-6.812159,couvert,-11.025926,1
20,S_NOUN_5_PASS_c,F,S,la gemme avec le miroir près de moi est probablement déformée <eos>,10,déformée,déformé,8,M,déformée,-8.233726,déformé,-10.593793,1
