,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas achetée <eos>,15,achetée,acheté,13,F,P,achetée,-9.800728,acheté,-10.676291,1
1,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas brisée <eos>,15,brisée,brisé,13,F,P,brisée,-8.384129,brisé,-10.911313,1
2,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas cachée <eos>,15,cachée,caché,13,F,P,cachée,-7.945958,caché,-9.20072,1
3,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas cassée <eos>,15,cassée,cassé,13,F,P,cassée,-8.674035,cassé,-10.487913,1
4,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas couverte <eos>,15,couverte,couvert,13,F,P,couverte,-7.8005686,couvert,-10.937412,1
5,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas déformée <eos>,15,déformée,déformé,13,F,P,déformée,-9.531306,déformé,-13.522466,1
6,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas fixée <eos>,15,fixée,fixé,13,F,P,fixée,-8.504083,fixé,-11.643386,1
7,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas jetée <eos>,15,jetée,jeté,13,F,P,jetée,-9.825192,jeté,-13.564305,1
8,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas laissée <eos>,15,laissée,laissé,13,F,P,laissée,-7.727378,laissé,-10.500985,1
9,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas ouverte <eos>,15,ouverte,ouvert,13,F,P,ouverte,-8.479012,ouvert,-11.660755,1
10,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas perdue <eos>,15,perdue,perdu,13,F,P,perdue,-6.742215,perdu,-9.305362,1
11,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas réparée <eos>,15,réparée,réparé,13,F,P,réparée,-10.5285225,réparé,-12.556933,1
12,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas retirée <eos>,15,retirée,retiré,13,F,P,retirée,-8.87364,retiré,-11.800907,1
13,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas tombée <eos>,15,tombée,tombé,13,F,P,tombée,-6.4272685,tombé,-9.76272,1
14,S_NOUN_10_PASS_b,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est pas utilisée <eos>,15,utilisée,utilisé,13,F,P,utilisée,-5.2527704,utilisé,-8.069668,1
15,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas achetée <eos>,15,achetée,acheté,13,F,P,achetée,-9.012319,acheté,-11.650221,1
16,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas brisée <eos>,15,brisée,brisé,13,F,P,brisée,-8.671531,brisé,-11.144434,1
17,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas cachée <eos>,15,cachée,caché,13,F,P,cachée,-8.270581,caché,-9.753438,1
18,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas cassée <eos>,15,cassée,cassé,13,F,P,cassée,-8.3671465,cassé,-10.298794,1
19,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas couverte <eos>,15,couverte,couvert,13,F,P,couverte,-7.3230667,couvert,-10.592914,1
20,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas déformée <eos>,15,déformée,déformé,13,F,P,déformée,-9.273332,déformé,-13.299346,1
21,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas fixée <eos>,15,fixée,fixé,13,F,P,fixée,-8.133912,fixé,-11.224536,1
22,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas jetée <eos>,15,jetée,jeté,13,F,P,jetée,-10.435024,jeté,-13.334979,1
23,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas laissée <eos>,15,laissée,laissé,13,F,P,laissée,-7.3888884,laissé,-10.161798,1
24,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas ouverte <eos>,15,ouverte,ouvert,13,F,P,ouverte,-7.04373,ouvert,-10.621273,1
25,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas perdue <eos>,15,perdue,perdu,13,F,P,perdue,-7.63743,perdu,-9.908459,1
26,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas réparée <eos>,15,réparée,réparé,13,F,P,réparée,-9.996475,réparé,-12.882839,1
27,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas retirée <eos>,15,retirée,retiré,13,F,P,retirée,-8.977547,retiré,-12.562017,1
28,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas tombée <eos>,15,tombée,tombé,13,F,P,tombée,-6.6575527,tombé,-10.401701,1
29,S_NOUN_10_PASS_b,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est pas utilisée <eos>,15,utilisée,utilisé,13,F,P,utilisée,-5.658159,utilisé,-8.459358,1
30,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas achetée <eos>,15,achetée,acheté,13,F,P,achetée,-9.301672,acheté,-11.92031,1
31,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas brisée <eos>,15,brisée,brisé,13,F,P,brisée,-8.934999,brisé,-11.098431,1
32,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas cachée <eos>,15,cachée,caché,13,F,P,cachée,-8.178406,caché,-9.410534,1
33,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas cassée <eos>,15,cassée,cassé,13,F,P,cassée,-8.402203,cassé,-10.008981,1
34,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas couverte <eos>,15,couverte,couvert,13,F,P,couverte,-7.6930304,couvert,-10.480863,1
35,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas déformée <eos>,15,déformée,déformé,13,F,P,déformée,-9.211589,déformé,-13.222243,1
36,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas fixée <eos>,15,fixée,fixé,13,F,P,fixée,-8.376333,fixé,-11.282825,1
37,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas jetée <eos>,15,jetée,jeté,13,F,P,jetée,-9.955303,jeté,-12.645653,1
38,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas laissée <eos>,15,laissée,laissé,13,F,P,laissée,-7.661684,laissé,-9.968606,1
39,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas ouverte <eos>,15,ouverte,ouvert,13,F,P,ouverte,-7.546635,ouvert,-10.557535,1
40,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas perdue <eos>,15,perdue,perdu,13,F,P,perdue,-7.3899755,perdu,-9.586686,1
41,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas réparée <eos>,15,réparée,réparé,13,F,P,réparée,-9.557606,réparé,-12.10803,1
42,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas retirée <eos>,15,retirée,retiré,13,F,P,retirée,-8.845184,retiré,-12.144254,1
43,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas tombée <eos>,15,tombée,tombé,13,F,P,tombée,-6.3534193,tombé,-9.752455,1
44,S_NOUN_10_PASS_b,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est pas utilisée <eos>,15,utilisée,utilisé,13,F,P,utilisée,-5.500746,utilisé,-8.094967,1
45,S_NOUN_10_PASS_b,F,S,la gemme avec les chemises près de moi que j' aime beaucoup n' est pas achetée <eos>,15,achetée,acheté,13,F,P,achetée,-8.978132,acheté,-11.428899,1
46,S_NOUN_10_PASS_b,F,S,la gemme avec les chemises près de moi que j' aime beaucoup n' est pas brisée <eos>,15,brisée,brisé,13,F,P,brisée,-8.739361,brisé,-11.132921,1
47,S_NOUN_10_PASS_b,F,S,la gemme avec les chemises près de moi que j' aime beaucoup n' est pas cachée <eos>,15,cachée,caché,13,F,P,cachée,-8.478827,caché,-9.559709,1
48,S_NOUN_10_PASS_b,F,S,la gemme avec les chemises près de moi que j' aime beaucoup n' est pas cassée <eos>,15,cassée,cassé,13,F,P,cassée,-8.648202,cassé,-9.632229,1
49,S_NOUN_10_PASS_b,F,S,la gemme avec les chemises près de moi que j' aime beaucoup n' est pas couverte <eos>,15,couverte,couvert,13,F,P,couverte,-7.5968246,couvert,-10.343792,1
