,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas achetée . <eos>,6,achetée,acheté,4,achetée,-9.707947,acheté,-11.756432,1
1,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas brisée . <eos>,6,brisée,brisé,4,brisée,-7.2693634,brisé,-11.164232,1
2,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas cachée . <eos>,6,cachée,caché,4,cachée,-7.286939,caché,-10.436785,1
3,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas cassée . <eos>,6,cassée,cassé,4,cassée,-7.38533,cassé,-10.772463,1
4,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas couverte . <eos>,6,couverte,couvert,4,couverte,-6.4309053,couvert,-11.26106,1
5,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas déformée . <eos>,6,déformée,déformé,4,déformée,-9.899088,déformé,-11.892883,1
6,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas fixée . <eos>,6,fixée,fixé,4,fixée,-6.7147617,fixé,-10.577667,1
7,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas jetée . <eos>,6,jetée,jeté,4,jetée,-8.190739,jeté,-11.253178,1
8,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas laissée . <eos>,6,laissée,laissé,4,laissée,-7.9537387,laissé,-10.637857,1
9,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas ouverte . <eos>,6,ouverte,ouvert,4,ouverte,-7.193034,ouvert,-11.716668,1
10,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas perdue . <eos>,6,perdue,perdu,4,perdue,-6.1873274,perdu,-10.267477,1
11,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas réparée . <eos>,6,réparée,réparé,4,réparée,-9.75342,réparé,-12.338192,1
12,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas retirée . <eos>,6,retirée,retiré,4,retirée,-8.768597,retiré,-11.238258,1
13,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas tombée . <eos>,6,tombée,tombé,4,tombée,-7.7101164,tombé,-10.590531,1
14,S_NOUN_4_PASS_a,F,S,la gemme n' est probablement pas utilisée . <eos>,6,utilisée,utilisé,4,utilisée,-3.963368,utilisé,-7.66231,1
15,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas achetée . <eos>,6,achetée,acheté,4,achetée,-9.0952215,acheté,-11.299701,1
16,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas brisée . <eos>,6,brisée,brisé,4,brisée,-8.53857,brisé,-10.899538,1
17,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas cachée . <eos>,6,cachée,caché,4,cachée,-7.605425,caché,-11.0220585,1
18,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas cassée . <eos>,6,cassée,cassé,4,cassée,-7.8273416,cassé,-11.366503,1
19,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas couverte . <eos>,6,couverte,couvert,4,couverte,-5.4648824,couvert,-9.740337,1
20,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas déformée . <eos>,6,déformée,déformé,4,déformée,-9.674611,déformé,-13.4851,1
21,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas fixée . <eos>,6,fixée,fixé,4,fixée,-6.997881,fixé,-10.872754,1
22,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas jetée . <eos>,6,jetée,jeté,4,jetée,-9.727317,jeté,-12.2972355,1
23,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas laissée . <eos>,6,laissée,laissé,4,laissée,-8.164677,laissé,-10.675123,1
24,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas ouverte . <eos>,6,ouverte,ouvert,4,ouverte,-5.827691,ouvert,-9.833183,1
25,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas perdue . <eos>,6,perdue,perdu,4,perdue,-6.977311,perdu,-9.941887,1
26,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas réparée . <eos>,6,réparée,réparé,4,réparée,-9.161931,réparé,-12.64806,1
27,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas retirée . <eos>,6,retirée,retiré,4,retirée,-8.892061,retiré,-12.546948,1
28,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas tombée . <eos>,6,tombée,tombé,4,tombée,-7.4292836,tombé,-10.88578,1
29,S_NOUN_4_PASS_a,F,S,la chaise n' est probablement pas utilisée . <eos>,6,utilisée,utilisé,4,utilisée,-4.277345,utilisé,-7.9457803,1
30,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas achetée . <eos>,6,achetée,acheté,4,achetée,-9.510589,acheté,-11.018816,1
31,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas brisée . <eos>,6,brisée,brisé,4,brisée,-8.756943,brisé,-11.598222,1
32,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas cachée . <eos>,6,cachée,caché,4,cachée,-6.801693,caché,-10.308358,1
33,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas cassée . <eos>,6,cassée,cassé,4,cassée,-8.361619,cassé,-11.451487,1
34,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas couverte . <eos>,6,couverte,couvert,4,couverte,-5.884376,couvert,-9.440659,1
35,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas déformée . <eos>,6,déformée,déformé,4,déformée,-10.038107,déformé,-13.945162,1
36,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas fixée . <eos>,6,fixée,fixé,4,fixée,-7.7084007,fixé,-10.875469,1
37,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas jetée . <eos>,6,jetée,jeté,4,jetée,-9.324573,jeté,-12.693959,1
38,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas laissée . <eos>,6,laissée,laissé,4,laissée,-7.653948,laissé,-10.359384,1
39,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas ouverte . <eos>,6,ouverte,ouvert,4,ouverte,-6.119935,ouvert,-10.062522,1
40,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas perdue . <eos>,6,perdue,perdu,4,perdue,-7.409316,perdu,-9.943853,1
41,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas réparée . <eos>,6,réparée,réparé,4,réparée,-9.161432,réparé,-12.42436,1
42,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas retirée . <eos>,6,retirée,retiré,4,retirée,-9.498727,retiré,-12.308333,1
43,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas tombée . <eos>,6,tombée,tombé,4,tombée,-6.190427,tombé,-10.48516,1
44,S_NOUN_4_PASS_a,F,S,la poubelle n' est probablement pas utilisée . <eos>,6,utilisée,utilisé,4,utilisée,-4.803072,utilisé,-8.260729,1
45,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas achetée . <eos>,6,achetée,acheté,4,achetée,-10.047569,acheté,-12.546816,1
46,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas brisée . <eos>,6,brisée,brisé,4,brisée,-8.813896,brisé,-11.160362,1
47,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas cachée . <eos>,6,cachée,caché,4,cachée,-8.400262,caché,-11.63615,1
48,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas cassée . <eos>,6,cassée,cassé,4,cassée,-9.00962,cassé,-11.086291,1
49,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas couverte . <eos>,6,couverte,couvert,4,couverte,-5.583226,couvert,-9.634866,1
50,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas déformée . <eos>,6,déformée,déformé,4,déformée,-9.655094,déformé,-13.100361,1
51,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas fixée . <eos>,6,fixée,fixé,4,fixée,-6.3572307,fixé,-10.223566,1
52,S_NOUN_4_PASS_a,F,S,la chemise n' est probablement pas jetée . <eos>,6,jetée,jeté,4,jetée,-9.88403,jeté,-12.329596,1
