,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas achetée <eos>,16,achetée,acheté,14,F,P,achetée,-10.093262,acheté,-12.521976,1
1,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas brisée <eos>,16,brisée,brisé,14,F,P,brisée,-8.704296,brisé,-12.441805,1
2,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas cachée <eos>,16,cachée,caché,14,F,P,cachée,-7.550935,caché,-10.3958435,1
3,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas cassée <eos>,16,cassée,cassé,14,F,P,cassée,-9.062734,cassé,-12.36056,1
4,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas couverte <eos>,16,couverte,couvert,14,F,P,couverte,-7.223042,couvert,-11.887608,1
5,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas déformée <eos>,16,déformée,déformé,14,F,P,déformée,-10.262748,déformé,-12.137485,1
6,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas fixée <eos>,16,fixée,fixé,14,F,P,fixée,-8.752745,fixé,-11.638817,1
7,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas jetée <eos>,16,jetée,jeté,14,F,P,jetée,-9.427116,jeté,-12.891315,1
8,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas laissée <eos>,16,laissée,laissé,14,F,P,laissée,-7.863,laissé,-10.375452,1
9,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas ouverte <eos>,16,ouverte,ouvert,14,F,P,ouverte,-8.054023,ouvert,-11.343655,1
10,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas perdue <eos>,16,perdue,perdu,14,F,P,perdue,-6.7977457,perdu,-11.134821,1
11,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas réparée <eos>,16,réparée,réparé,14,F,P,réparée,-9.860236,réparé,-12.972706,1
12,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas retirée <eos>,16,retirée,retiré,14,F,P,retirée,-10.119522,retiré,-12.385235,1
13,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas tombée <eos>,16,tombée,tombé,14,F,P,tombée,-6.949114,tombé,-10.067902,1
14,S_NOUN_11_PASS_a,F,S,la gemme avec les gemmes près de moi que j' aime beaucoup n' est probablement pas utilisée <eos>,16,utilisée,utilisé,14,F,P,utilisée,-5.588944,utilisé,-8.831131,1
15,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas achetée <eos>,16,achetée,acheté,14,F,P,achetée,-10.196859,acheté,-13.551319,1
16,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas brisée <eos>,16,brisée,brisé,14,F,P,brisée,-8.104992,brisé,-11.801929,1
17,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas cachée <eos>,16,cachée,caché,14,F,P,cachée,-7.715799,caché,-10.114758,1
18,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas cassée <eos>,16,cassée,cassé,14,F,P,cassée,-8.388746,cassé,-11.983334,1
19,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas couverte <eos>,16,couverte,couvert,14,F,P,couverte,-6.904375,couvert,-11.376631,1
20,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas déformée <eos>,16,déformée,déformé,14,F,P,déformée,-10.023515,déformé,-12.1878605,1
21,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas fixée <eos>,16,fixée,fixé,14,F,P,fixée,-8.281469,fixé,-11.462795,1
22,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas jetée <eos>,16,jetée,jeté,14,F,P,jetée,-9.592069,jeté,-12.565087,1
23,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas laissée <eos>,16,laissée,laissé,14,F,P,laissée,-7.967791,laissé,-10.11162,1
24,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas ouverte <eos>,16,ouverte,ouvert,14,F,P,ouverte,-7.2640386,ouvert,-10.836794,1
25,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas perdue <eos>,16,perdue,perdu,14,F,P,perdue,-7.2437572,perdu,-11.4814005,1
26,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas réparée <eos>,16,réparée,réparé,14,F,P,réparée,-9.865895,réparé,-13.289546,1
27,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas retirée <eos>,16,retirée,retiré,14,F,P,retirée,-10.068783,retiré,-12.282529,1
28,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas tombée <eos>,16,tombée,tombé,14,F,P,tombée,-6.875007,tombé,-10.019841,1
29,S_NOUN_11_PASS_a,F,S,la gemme avec les chaises près de moi que j' aime beaucoup n' est probablement pas utilisée <eos>,16,utilisée,utilisé,14,F,P,utilisée,-5.894644,utilisé,-8.968112,1
30,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas achetée <eos>,16,achetée,acheté,14,F,P,achetée,-9.865871,acheté,-12.910243,1
31,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas brisée <eos>,16,brisée,brisé,14,F,P,brisée,-8.301988,brisé,-11.76212,1
32,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas cachée <eos>,16,cachée,caché,14,F,P,cachée,-7.450704,caché,-9.892002,1
33,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas cassée <eos>,16,cassée,cassé,14,F,P,cassée,-8.38108,cassé,-11.774093,1
34,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas couverte <eos>,16,couverte,couvert,14,F,P,couverte,-6.584201,couvert,-11.215461,1
35,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas déformée <eos>,16,déformée,déformé,14,F,P,déformée,-9.690361,déformé,-12.161109,1
36,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas fixée <eos>,16,fixée,fixé,14,F,P,fixée,-8.092855,fixé,-11.259494,1
37,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas jetée <eos>,16,jetée,jeté,14,F,P,jetée,-9.370379,jeté,-12.3147745,1
38,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas laissée <eos>,16,laissée,laissé,14,F,P,laissée,-7.6126566,laissé,-9.935982,1
39,S_NOUN_11_PASS_a,F,S,la gemme avec les poubelles près de moi que j' aime beaucoup n' est probablement pas ouverte <eos>,16,ouverte,ouvert,14,F,P,ouverte,-6.8694057,ouvert,-10.361409,1
