,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins vertes <eos>,15,vertes,verts,13,M,S,vertes,-9.214869,verts,-8.886723,0
1,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins bleues <eos>,15,bleues,bleus,13,M,S,bleues,-10.159204,bleus,-9.875923,0
2,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins noires <eos>,15,noires,noirs,13,M,S,noires,-7.314987,noirs,-8.8924265,1
3,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins délicates <eos>,15,délicates,délicats,13,M,S,délicates,-8.680042,délicats,-10.57842,1
4,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins pointues <eos>,15,pointues,pointus,13,M,S,pointues,-9.002977,pointus,-11.145527,1
5,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins rondes <eos>,15,rondes,ronds,13,M,S,rondes,-10.1359,ronds,-8.931894,0
6,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins froides <eos>,15,froides,froids,13,M,S,froides,-7.2820225,froids,-9.9843025,1
7,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins chaudes <eos>,15,chaudes,chauds,13,M,S,chaudes,-7.420128,chauds,-7.7800274,1
8,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins importantes <eos>,15,importantes,importants,13,M,S,importantes,-6.3826375,importants,-6.8642592,1
9,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins courtes <eos>,15,courtes,courts,13,M,S,courtes,-8.423664,courts,-8.124034,0
10,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins dures <eos>,15,dures,durs,13,M,S,dures,-7.0966115,durs,-9.589367,1
11,P_NOUN_10_ADJ_b,F,P,les gemmes avec le bracelet qui étaient près de moi hier sont plus ou moins claires <eos>,15,claires,clairs,13,M,S,claires,-6.828691,clairs,-7.858808,1
