,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très verte <eos>,10,verte,vert,8,F,P,verte,-9.127495,vert,-11.053539,1
1,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très bleue <eos>,10,bleue,bleu,8,F,P,bleue,-10.75224,bleu,-12.039847,1
2,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très noire <eos>,10,noire,noir,8,F,P,noire,-9.46914,noir,-12.659896,1
3,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très délicate <eos>,10,délicate,délicat,8,F,P,délicate,-7.840333,délicat,-11.6305275,1
4,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très pointue <eos>,10,pointue,pointu,8,F,P,pointue,-8.298361,pointu,-13.102836,1
5,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très ronde <eos>,10,ronde,rond,8,F,P,ronde,-11.557664,rond,-12.418853,1
6,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très froide <eos>,10,froide,froid,8,F,P,froide,-8.215252,froid,-11.360366,1
7,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très chaude <eos>,10,chaude,chaud,8,F,P,chaude,-8.156717,chaud,-11.085772,1
8,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très importante <eos>,10,importante,important,8,F,P,importante,-3.4282646,important,-8.061254,1
9,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très courte <eos>,10,courte,court,8,F,P,courte,-5.4585214,court,-9.97039,1
10,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très dure <eos>,10,dure,dur,8,F,P,dure,-5.9045486,dur,-6.6668653,1
11,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très claire <eos>,10,claire,clair,8,F,P,claire,-2.6337209,clair,-7.986583,1
12,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très intéressante <eos>,10,intéressante,intéressant,8,F,P,intéressante,-6.4873033,intéressant,-10.149767,1
13,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très brillante <eos>,10,brillante,brillant,8,F,P,brillante,-5.3688126,brillant,-8.13199,1
14,S_NOUN_5_ADJ_b,F,S,la gemme avec les gemmes n' était probablement pas très compliquée <eos>,10,compliquée,compliqué,8,F,P,compliquée,-6.9326916,compliqué,-9.47109,1
15,S_NOUN_5_ADJ_b,F,S,la gemme avec les chaises n' était probablement pas très verte <eos>,10,verte,vert,8,F,P,verte,-10.009058,vert,-12.426867,1
16,S_NOUN_5_ADJ_b,F,S,la gemme avec les chaises n' était probablement pas très bleue <eos>,10,bleue,bleu,8,F,P,bleue,-12.010292,bleu,-13.219587,1
