,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas achetées <eos>,15,achetées,achetés,13,F,S,achetées,-8.2497835,achetés,-10.069593,1
1,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas brisées <eos>,15,brisées,brisés,13,F,S,brisées,-8.543193,brisés,-13.503458,1
2,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas cachées <eos>,15,cachées,cachés,13,F,S,cachées,-6.887853,cachés,-9.576106,1
3,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas cassées <eos>,15,cassées,cassés,13,F,S,cassées,-9.619837,cassés,-12.3602705,1
4,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas couvertes <eos>,15,couvertes,couverts,13,F,S,couvertes,-7.1989193,couverts,-9.394455,1
5,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas déformées <eos>,15,déformées,déformés,13,F,S,déformées,-6.544336,déformés,-13.210892,1
6,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas fixées <eos>,15,fixées,fixés,13,F,S,fixées,-6.7606783,fixés,-10.3312645,1
7,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas jetées <eos>,15,jetées,jetés,13,F,S,jetées,-9.836015,jetés,-10.966776,1
8,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas laissées <eos>,15,laissées,laissés,13,F,S,laissées,-6.2678456,laissés,-10.928322,1
9,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas ouvertes <eos>,15,ouvertes,ouverts,13,F,S,ouvertes,-8.138623,ouverts,-11.378928,1
10,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas perdues <eos>,15,perdues,perdus,13,F,S,perdues,-7.692654,perdus,-10.0794115,1
11,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas réparées <eos>,15,réparées,réparés,13,F,S,réparées,-9.637732,réparés,-14.383206,1
12,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas retirées <eos>,15,retirées,retirés,13,F,S,retirées,-6.942807,retirés,-10.92879,1
13,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas tombées <eos>,15,tombées,tombés,13,F,S,tombées,-7.579661,tombés,-11.355602,1
14,P_NOUN_10_PASS_b,F,P,les gemmes avec la gemme près de moi que j' aime beaucoup ne sont pas utilisées <eos>,15,utilisées,utilisés,13,F,S,utilisées,-4.7753468,utilisés,-7.939022,1
15,P_NOUN_10_PASS_b,F,P,les gemmes avec la chaise près de moi que j' aime beaucoup ne sont pas achetées <eos>,15,achetées,achetés,13,F,S,achetées,-8.477381,achetés,-11.396158,1
