,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins achetée <eos>,15,achetée,acheté,13,M,P,achetée,-8.716335,acheté,-12.277426,1
1,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins brisée <eos>,15,brisée,brisé,13,M,P,brisée,-6.998684,brisé,-11.849594,1
2,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins cachée <eos>,15,cachée,caché,13,M,P,cachée,-7.2763176,caché,-8.028017,1
3,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins cassée <eos>,15,cassée,cassé,13,M,P,cassée,-9.465681,cassé,-11.668417,1
4,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins couverte <eos>,15,couverte,couvert,13,M,P,couverte,-7.1687303,couvert,-8.325087,1
5,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins déformée <eos>,15,déformée,déformé,13,M,P,déformée,-6.5547066,déformé,-9.50674,1
6,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins fixée <eos>,15,fixée,fixé,13,M,P,fixée,-7.846738,fixé,-9.905726,1
7,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins jetée <eos>,15,jetée,jeté,13,M,P,jetée,-10.270085,jeté,-11.028299,1
8,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins laissée <eos>,15,laissée,laissé,13,M,P,laissée,-9.493923,laissé,-11.465506,1
9,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins ouverte <eos>,15,ouverte,ouvert,13,M,P,ouverte,-5.808559,ouvert,-9.27474,1
10,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins perdue <eos>,15,perdue,perdu,13,M,P,perdue,-7.887761,perdu,-10.834949,1
11,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins réparée <eos>,15,réparée,réparé,13,M,P,réparée,-10.810983,réparé,-13.486537,1
12,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins retirée <eos>,15,retirée,retiré,13,M,P,retirée,-6.842657,retiré,-8.906044,1
13,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins tombée <eos>,15,tombée,tombé,13,M,P,tombée,-6.9771113,tombé,-9.409057,1
14,S_NOUN_10_PASS_a,F,S,la gemme avec les bracelets qui était près de moi hier est plus ou moins utilisée <eos>,15,utilisée,utilisé,13,M,P,utilisée,-4.8363924,utilisé,-7.616171,1
15,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins achetée <eos>,15,achetée,acheté,13,M,P,achetée,-9.301627,acheté,-14.208144,1
16,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins brisée <eos>,15,brisée,brisé,13,M,P,brisée,-7.4866395,brisé,-11.753788,1
17,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins cachée <eos>,15,cachée,caché,13,M,P,cachée,-7.479311,caché,-8.23831,1
18,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins cassée <eos>,15,cassée,cassé,13,M,P,cassée,-10.40254,cassé,-11.896734,1
19,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins couverte <eos>,15,couverte,couvert,13,M,P,couverte,-6.8392057,couvert,-8.10699,1
20,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins déformée <eos>,15,déformée,déformé,13,M,P,déformée,-6.1018305,déformé,-9.362077,1
21,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins fixée <eos>,15,fixée,fixé,13,M,P,fixée,-8.386205,fixé,-10.141934,1
22,S_NOUN_10_PASS_a,F,S,la gemme avec les miroirs qui était près de moi hier est plus ou moins jetée <eos>,15,jetée,jeté,13,M,P,jetée,-10.841328,jeté,-11.867075,1
